Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2023,133,7OT,1314,33
2023,133,7OT,1315,267
2023,133,7OT,1316,230
2023,133,7OT,1317,54
2023,133,7OT,1318,304
2023,133,7OT,1319,244
2023,133,7OT,1320,180
2023,133,7OT,1321,47
2023,133,7OT,1322,227
2023,133,7OT,1323,174
2023,133,7OT,1324,272
2023,133,7OT,1325,134
2023,133,7OT,1326,83
2023,133,7OT,1328,88
2023,133,7OT,1329,49
2023,133,7OT,1330,125
2023,133,7OT,1331,51
2023,133,7OT,1332,60
2023,133,7OT,1333,297
2023,133,7OT,1334,209
2023,133,7OT,1335,70
2023,133,7OT,1336,43
2023,133,7OT,1337,188
2023,133,7OT,1338,102
2023,133,7OT,1339,170
2023,133,7OT,1340,275
2023,133,7OT,1341,325
2023,133,7OT,1342,320
2023,133,7OT,1343,61
2023,133,7OT,1344,105
2023,133,7OT,1345,8
2023,133,7OT,1346,103
2023,133,7OT,1347,154
2023,133,7OT,1348,249
2023,133,7OT,1349,190
2023,133,7OT,1350,118
2023,133,7OT,1351,237
2023,133,7OT,1352,223
2023,133,7OT,1353,72
2023,133,7OT,1354,352
2023,133,7OT,1355,163
2023,133,7OT,1356,110
2023,133,7OT,1357,324
2023,133,7OT,1358,112
2023,133,7OT,1359,178
2023,133,7OT,1360,242
2023,133,7OT,1361,3
2023,133,7OT,1362,124
2023,133,7OT,1363,139
2023,133,7OT,1364,116
2023,133,7OT,1365,58
2023,133,7OT,1367,269
2023,133,7OT,1368,247
2023,133,7OT,1369,264
2023,133,7OT,1370,193
2023,133,7OT,1371,132
2023,133,7OT,1372,156
2023,133,7OT,1373,207
2023,133,7OT,1374,135
2023,133,7OT,1375,90
2023,133,7OT,1376,288
2023,133,7OT,1377,314
2023,133,7OT,1378,145
2023,133,7OT,1379,65
2023,133,7OT,1380,305
2023,133,7OT,1381,167
2023,133,7OT,1382,173
2023,133,7OT,1383,332
2023,133,7OT,1384,310
2023,133,7OT,1385,133
2023,133,7OT,1386,169
2023,133,7OT,1387,23
2023,133,7OT,1388,2
2023,133,7OT,1389,283
2023,133,7OT,1390,150
2023,133,7OT,1391,166
2023,133,7OT,1392,334
2023,133,7OT,1393,147
2023,133,7OT,1394,165
2023,133,7OT,1395,74
2023,133,7OT,1396,99
2023,133,7OT,1397,12
2023,133,7OT,1398,257
2023,133,7OT,1399,217
2023,133,7OT,1400,18
2023,133,7OT,1401,46
2023,133,7OT,1402,218
2023,133,7OT,1403,144
2023,133,7OT,1404,238
2023,133,7OT,1405,55
2023,133,7OT,1406,91
2023,133,7OT,1407,172
2023,133,7OT,1408,107
2023,133,7OT,1409,273
2023,133,7OT,1410,270
2023,133,7OT,1411,302
2023,133,7OT,1412,31
2023,133,7OT,1413,197
2023,133,7OT,1414,77
2023,133,7OT,1415,179
2023,133,7OT,1416,66
2023,133,7OT,1417,9
2023,133,7OT,1418,73
2023,133,7OT,1419,289
2023,133,7OT,1420,250
2023,133,7OT,1421,160
2023,133,7OT,1422,69
2023,133,7OT,1423,128
2023,133,7OT,1424,76
2023,133,7OT,1425,62
2023,133,7OT,1426,300
2023,133,7OT,1427,243
2023,133,7OT,1428,136
2023,133,7OT,1429,10
2023,133,7OT,1430,92
2023,133,7OT,1431,171
2023,133,7OT,1433,15
2023,133,7OT,1434,268
2023,133,7OT,1435,64
2023,133,7OT,1436,53
2023,133,7OT,1437,140
2023,133,7OT,1438,37
2023,133,7OT,1439,59
2023,133,7OT,1440,345
2023,133,7OT,1441,258
2023,133,7OT,1442,312
2023,133,7OT,1443,202
2023,133,7OT,1444,343
2023,133,7OT,1447,330
2023,133,7OT,1448,98
2023,133,7OT,1449,187
2023,133,7OT,1450,96
2023,133,7OT,1451,255
2023,133,7OT,1452,19
2023,133,7OT,1453,363
2023,133,7OT,1454,164
2023,133,7OT,1455,81
2023,133,7OT,1456,256
2023,133,7OT,1457,213
2023,133,7OT,1458,119
2023,133,7OT,1459,226
2023,133,7OT,1460,220
2023,133,7OT,1461,143
2023,133,7OT,1462,20
2023,133,7OT,1463,85
2023,133,7OT,1464,126
2023,133,7OT,1465,222
2023,133,7OT,1466,299
2023,133,7OT,1467,224
2023,133,7OT,1468,261
2023,133,7OT,1469,228
2023,133,7OT,1470,137
2023,133,7OT,1471,240
2023,133,7OT,1472,195
2023,133,7OT,1473,336
2023,133,7OT,1474,252
2023,133,7OT,1475,292
2023,133,7OT,1476,281
2023,133,7OT,1477,347
2023,133,BAR,1101,191
2023,133,BAR,1102,134
2023,133,BAR,1103,101
2023,133,BAR,1104,2
2023,133,BAR,1105,307
2023,133,BAR,1106,350
2023,133,BAR,1107,342
2023,133,BAR,1108,260
2023,133,BAR,1110,283
2023,133,BAR,1111,184
2023,133,BAR,1112,10
2023,133,BAR,1113,68
2023,133,BAR,1114,315
2023,133,BAR,1115,324
2023,133,BAR,1116,16
2023,133,BAR,1117,285
2023,133,BAR,1119,255
2023,133,BAR,1120,30
2023,133,BAR,1122,326
2023,133,BAR,1123,171
2023,133,BAR,1124,12
2023,133,BAR,1125,122
2023,133,BAR,1126,351
2023,133,BAR,1127,305
2023,133,BAR,1129,33
2023,133,BAR,1130,175
2023,133,BAR,1131,278
2023,133,BAR,1132,277
2023,133,BAR,1133,81
2023,133,BAR,1135,193
2023,133,BAR,1136,218
2023,133,BAR,1137,308
2023,133,BAR,1138,215
2023,133,BAR,1139,121
2023,133,BAR,1140,73
2023,133,BAR,1141,332
2023,133,BAR,1142,291
2023,133,BAR,1143,268
2023,133,BAR,1144,228
2023,133,BAR,1145,258
2023,133,BAR,1146,330
2023,133,BAR,1148,344
2023,133,BAR,1149,289
2023,133,BAR,1150,110
2023,133,BAR,1151,190
2023,133,BAR,1152,300
2023,133,BAR,1153,50
2023,133,BAR,1154,325
2023,133,BAR,1155,65
2023,133,BAR,1156,187
2023,133,BAR,1157,294
2023,133,BAR,1158,76
2023,133,BAR,1159,123
2023,133,BAR,1160,51
2023,133,BAR,1161,104
2023,133,BAR,1162,347
2023,133,BAR,1163,6
2023,133,BAR,1164,333
2023,133,BAR,1165,151
2023,133,BAR,1166,13
2023,133,BAR,1167,299
2023,133,BAR,1168,120
2023,133,BAR,1169,323
2023,133,BAR,1170,226
2023,133,BAR,1171,266
2023,133,BAR,1172,137
2023,133,BAR,1173,74
2023,133,BAR,1174,247
2023,133,BAR,1175,356
2023,133,BAR,1176,292
2023,133,BAR,1177,144
2023,133,BAR,1178,201
2023,133,BAR,1179,67
2023,133,BAR,1180,199
2023,133,BAR,1181,29
2023,133,BAR,1182,124
2023,133,BAR,1183,338
2023,133,BAR,1184,176
2023,133,BAR,1185,309
2023,133,BAR,1186,128
2023,133,BAR,1187,180
2023,133,BAR,1188,241
2023,133,BAR,1189,337
2023,133,BAR,1190,245
2023,133,BAR,1191,354
2023,133,BAR,1192,318
2023,133,BAR,1193,269
2023,133,BAR,1194,21
2023,133,BAR,1195,196
2023,133,BAR,1196,58
2023,133,BAR,1197,360
2023,133,BAR,1198,211
2023,133,BAR,1199,209
2023,133,BAR,1200,139
2023,133,BAR,1201,125
2023,133,BAR,1202,94
2023,133,BAR,1203,216
2023,133,BAR,1204,207
2023,133,BAR,1205,206
2023,133,BAR,1206,150
2023,133,BAR,1207,222
2023,133,BAR,1208,158
2023,133,BAR,1209,279
2023,133,BAR,1210,155
2023,133,BAR,1211,9
2023,133,BAR,1212,192
2023,133,BAR,1213,106
2023,133,BAR,1214,348
2023,133,BAR,1216,362
2023,133,BAR,1217,164
2023,133,BAR,1218,126
2023,133,BAR,1219,303
2023,133,BAR,1220,90
2023,133,BAR,1221,346
2023,133,BAR,1222,1
2023,133,BAR,1223,349
2023,133,BAR,1224,205
2023,133,BAR,1225,284
2023,133,BAR,1226,243
2023,133,BAR,1227,297
2023,133,BAR,1228,32
2023,133,BAR,1229,274
2023,133,BAR,1230,339
2023,133,BAR,1231,26
2023,133,BAR,1232,89
2023,133,BAR,1233,78
2023,133,BAR,1234,37
2023,133,BAR,1235,17
2023,133,BAR,1236,234
2023,133,BAR,1237,359
2023,133,BAR,1238,304
2023,133,BAR,1239,244
2023,133,BAR,1240,237
2023,133,BAR,1241,96
2023,133,BAR,1242,8
2023,133,BAR,1243,19
2023,133,BAR,1244,131
2023,133,BAR,1245,75
2023,133,BAR,1246,31
2023,133,BAR,1247,225
2023,133,BAR,1248,273
2023,133,BAR,1249,355
2023,133,BAR,1250,296
2023,133,BAR,1251,56
2023,133,BAR,1252,162
2023,133,BAR,1253,160
2023,133,BAR,1254,363
2023,133,BAR,1255,167
2023,133,BAR,1256,156
2023,133,BAR,1257,280
2023,133,BAR,1258,111
2023,133,BAR,1259,327
2023,133,BAR,1260,248
2023,133,BAR,1261,138
2023,133,BAR,1262,133
2023,133,BAR,1263,290
2023,133,BAR,1264,312
2023,133,BAR,1265,293
2023,133,BAR,1266,15
2023,133,BAR,1267,85
2023,133,BAR,1268,25
2023,133,BAR,1269,208
2023,133,BAR,1270,331
2023,133,BAR,1271,246
2023,133,BAR,1272,28
2023,133,BAR,1273,230
2023,133,BAR,1274,59
2023,133,BAR,1275,267
2023,133,BAR,1276,44
2023,133,BAR,1277,34
2023,133,BAR,1278,200
2023,133,BAR,1279,107
2023,133,BAR,1280,47
2023,133,BAR,1281,52
2023,133,BAR,1282,311
2023,133,BAR,1283,145
2023,133,BAR,1284,352
2023,133,BAR,1285,157
2023,133,BAR,1286,113
2023,133,BAR,1287,253
2023,133,BAR,1288,314
2023,133,BAR,1290,357
2023,133,BAR,1291,286
2023,133,BAR,1292,114
2023,133,BAR,1293,227
2023,133,BAR,1294,219
2023,133,BAR,1295,223
2023,133,BAR,1296,236
2023,133,BAR,1297,166
2023,133,BAR,1298,189
2023,133,BAR,1299,320
2023,133,BAR,1300,168
2023,133,BAR,1301,57
2023,133,BAR,1303,313
2023,133,BAR,1304,92
2023,133,BAR,1305,49
2023,133,BAR,1306,298
2023,133,BAR,1307,54
2023,133,BAR,1308,177
2023,133,BAR,1309,329
2023,133,BAR,1310,263
2023,133,BAR,1311,261
2023,133,BAR,1312,328
2023,133,BAR,1313,185
2023,133,BAR,1314,45
2023,133,BAR,1315,256
2023,133,BAR,1316,233
2023,133,BAR,1317,39
2023,133,BAR,1318,319
2023,133,BAR,1319,210
2023,133,BAR,1320,214
2023,133,BAR,1321,35
2023,133,BAR,1322,220
2023,133,BAR,1323,163
2023,133,BAR,1324,272
2023,133,BAR,1325,130
2023,133,BAR,1326,42
2023,133,BAR,1328,60
2023,133,BAR,1329,40
2023,133,BAR,1330,169
2023,133,BAR,1331,62
2023,133,BAR,1332,41
2023,133,BAR,1333,212
2023,133,BAR,1334,173
2023,133,BAR,1335,147
2023,133,BAR,1336,43
2023,133,BAR,1337,165
2023,133,BAR,1338,80
2023,133,BAR,1339,148
2023,133,BAR,1340,231
2023,133,BAR,1341,271
2023,133,BAR,1342,341
2023,133,BAR,1343,116
2023,133,BAR,1344,48
2023,133,BAR,1345,7
2023,133,BAR,1346,202
2023,133,BAR,1347,181
2023,133,BAR,1348,251
2023,133,BAR,1349,204
2023,133,BAR,1350,154
2023,133,BAR,1351,221
2023,133,BAR,1352,239
2023,133,BAR,1353,27
2023,133,BAR,1354,345
2023,133,BAR,1355,170
2023,133,BAR,1356,127
2023,133,BAR,1357,334
2023,133,BAR,1358,66
2023,133,BAR,1359,136
2023,133,BAR,1360,203
2023,133,BAR,1361,14
2023,133,BAR,1362,95
2023,133,BAR,1363,93
2023,133,BAR,1364,109
2023,133,BAR,1365,83
2023,133,BAR,1367,249
2023,133,BAR,1368,257
2023,133,BAR,1369,250
2023,133,BAR,1370,140
2023,133,BAR,1371,71
2023,133,BAR,1372,135
2023,133,BAR,1373,224
2023,133,BAR,1374,179
2023,133,BAR,1375,100
2023,133,BAR,1376,217
2023,133,BAR,1377,301
2023,133,BAR,1378,149
2023,133,BAR,1379,105
2023,133,BAR,1380,276
2023,133,BAR,1381,108
2023,133,BAR,1382,198
2023,133,BAR,1383,358
2023,133,BAR,1384,340
2023,133,BAR,1385,87
2023,133,BAR,1386,186
2023,133,BAR,1387,98
2023,133,BAR,1388,11
2023,133,BAR,1389,316
2023,133,BAR,1390,82
2023,133,BAR,1391,182
2023,133,BAR,1392,335
2023,133,BAR,1393,119
2023,133,BAR,1394,183
2023,133,BAR,1395,18
2023,133,BAR,1396,115
2023,133,BAR,1397,4
2023,133,BAR,1398,281
2023,133,BAR,1399,282
2023,133,BAR,1400,5
2023,133,BAR,1401,24
2023,133,BAR,1402,194
2023,133,BAR,1403,46
2023,133,BAR,1404,270
2023,133,BAR,1405,91
2023,133,BAR,1406,143
2023,133,BAR,1407,129
2023,133,BAR,1408,112
2023,133,BAR,1409,310
2023,133,BAR,1410,242
2023,133,BAR,1411,295
2023,133,BAR,1412,61
2023,133,BAR,1413,161
2023,133,BAR,1414,99
2023,133,BAR,1415,142
2023,133,BAR,1416,64
2023,133,BAR,1417,3
2023,133,BAR,1418,102
2023,133,BAR,1419,288
2023,133,BAR,1420,252
2023,133,BAR,1421,152
2023,133,BAR,1422,117
2023,133,BAR,1423,174
2023,133,BAR,1424,86
2023,133,BAR,1425,38
2023,133,BAR,1426,238
2023,133,BAR,1427,275
2023,133,BAR,1428,63
2023,133,BAR,1429,22
2023,133,BAR,1430,79
2023,133,BAR,1431,178
2023,133,BAR,1433,53
2023,133,BAR,1434,287
2023,133,BAR,1435,77
2023,133,BAR,1436,118
2023,133,BAR,1437,69
2023,133,BAR,1438,36
2023,133,BAR,1439,84
2023,133,BAR,1440,353
2023,133,BAR,1441,235
2023,133,BAR,1442,264
2023,133,BAR,1443,172
2023,133,BAR,1444,306
2023,133,BAR,1447,322
2023,133,BAR,1448,88
2023,133,BAR,1449,103
2023,133,BAR,1450,55
2023,133,BAR,1451,188
2023,133,BAR,1452,20
2023,133,BAR,1453,361
2023,133,BAR,1454,232
2023,133,BAR,1455,97
2023,133,BAR,1456,321
2023,133,BAR,1457,240
2023,133,BAR,1458,72
2023,133,BAR,1459,229
2023,133,BAR,1460,195
2023,133,BAR,1461,141
2023,133,BAR,1462,23
2023,133,BAR,1463,70
2023,133,BAR,1464,132
2023,133,BAR,1465,153
2023,133,BAR,1466,254
2023,133,BAR,1467,317
2023,133,BAR,1468,262
2023,133,BAR,1469,146
2023,133,BAR,1470,159
2023,133,BAR,1471,259
2023,133,BAR,1472,197
2023,133,BAR,1473,343
2023,133,BAR,1474,213
2023,133,BAR,1475,265
2023,133,BAR,1476,336
2023,133,BAR,1477,302
2023,133,BIH,1101,222
2023,133,BIH,1102,170
2023,133,BIH,1103,109
2023,133,BIH,1104,1
2023,133,BIH,1105,313
2023,133,BIH,1106,351
2023,133,BIH,1107,348
2023,133,BIH,1108,188
2023,133,BIH,1110,248
2023,133,BIH,1111,205
2023,133,BIH,1112,7
2023,133,BIH,1113,51
2023,133,BIH,1114,335
2023,133,BIH,1115,347
2023,133,BIH,1116,35
2023,133,BIH,1117,287
2023,133,BIH,1119,262
2023,133,BIH,1120,38
2023,133,BIH,1122,328
2023,133,BIH,1123,150
2023,133,BIH,1124,11
2023,133,BIH,1125,113
2023,133,BIH,1126,330
2023,133,BIH,1127,296
2023,133,BIH,1129,25
2023,133,BIH,1130,137
2023,133,BIH,1131,269
2023,133,BIH,1132,309
2023,133,BIH,1133,68
2023,133,BIH,1135,179
2023,133,BIH,1136,192
2023,133,BIH,1137,321
2023,133,BIH,1138,196
2023,133,BIH,1139,121
2023,133,BIH,1140,106
2023,133,BIH,1141,323
2023,133,BIH,1142,329
2023,133,BIH,1143,325
2023,133,BIH,1144,249
2023,133,BIH,1145,291
2023,133,BIH,1146,314
2023,133,BIH,1148,349
2023,133,BIH,1149,322
2023,133,BIH,1150,130
2023,133,BIH,1151,224
2023,133,BIH,1152,320
2023,133,BIH,1153,76
2023,133,BIH,1154,324
2023,133,BIH,1155,58
2023,133,BIH,1156,161
2023,133,BIH,1157,294
2023,133,BIH,1158,28
2023,133,BIH,1159,118
2023,133,BIH,1160,95
2023,133,BIH,1161,128
2023,133,BIH,1162,341
2023,133,BIH,1163,14
2023,133,BIH,1164,307
2023,133,BIH,1165,146
2023,133,BIH,1166,36
2023,133,BIH,1167,295
2023,133,BIH,1168,133
2023,133,BIH,1169,342
2023,133,BIH,1170,237
2023,133,BIH,1171,283
2023,133,BIH,1172,159
2023,133,BIH,1173,96
2023,133,BIH,1174,208
2023,133,BIH,1175,353
2023,133,BIH,1176,273
2023,133,BIH,1177,178
2023,133,BIH,1178,246
2023,133,BIH,1179,55
2023,133,BIH,1180,217
2023,133,BIH,1181,19
2023,133,BIH,1182,120
2023,133,BIH,1183,350
2023,133,BIH,1184,142
2023,133,BIH,1185,326
2023,133,BIH,1186,112
2023,133,BIH,1187,172
2023,133,BIH,1188,239
2023,133,BIH,1189,343
2023,133,BIH,1190,297
2023,133,BIH,1191,345
2023,133,BIH,1192,299
2023,133,BIH,1193,266
2023,133,BIH,1194,12
2023,133,BIH,1195,181
2023,133,BIH,1196,78
2023,133,BIH,1197,355
2023,133,BIH,1198,219
2023,133,BIH,1199,223
2023,133,BIH,1200,91
2023,133,BIH,1201,182
2023,133,BIH,1202,93
2023,133,BIH,1203,176
2023,133,BIH,1204,206
2023,133,BIH,1205,241
2023,133,BIH,1206,126
2023,133,BIH,1207,256
2023,133,BIH,1208,127
2023,133,BIH,1209,306
2023,133,BIH,1210,167
2023,133,BIH,1211,6
2023,133,BIH,1212,147
2023,133,BIH,1213,101
2023,133,BIH,1214,339
2023,133,BIH,1216,362
2023,133,BIH,1217,197
2023,133,BIH,1218,124
2023,133,BIH,1219,275
2023,133,BIH,1220,79
2023,133,BIH,1221,340
2023,133,BIH,1222,2
2023,133,BIH,1223,352
2023,133,BIH,1224,171
2023,133,BIH,1225,319
2023,133,BIH,1226,298
2023,133,BIH,1227,279
2023,133,BIH,1228,43
2023,133,BIH,1229,280
2023,133,BIH,1230,334
2023,133,BIH,1231,26
2023,133,BIH,1232,134
2023,133,BIH,1233,73
2023,133,BIH,1234,49
2023,133,BIH,1235,33
2023,133,BIH,1236,232
2023,133,BIH,1237,361
2023,133,BIH,1238,278
2023,133,BIH,1239,236
2023,133,BIH,1240,253
2023,133,BIH,1241,114
2023,133,BIH,1242,3
2023,133,BIH,1243,13
2023,133,BIH,1244,75
2023,133,BIH,1245,47
2023,133,BIH,1246,30
2023,133,BIH,1247,212
2023,133,BIH,1248,310
2023,133,BIH,1249,356
2023,133,BIH,1250,247
2023,133,BIH,1251,63
2023,133,BIH,1252,155
2023,133,BIH,1253,169
2023,133,BIH,1254,363
2023,133,BIH,1255,198
2023,133,BIH,1256,190
2023,133,BIH,1257,317
2023,133,BIH,1258,87
2023,133,BIH,1259,315
2023,133,BIH,1260,267
2023,133,BIH,1261,140
2023,133,BIH,1262,132
2023,133,BIH,1263,265
2023,133,BIH,1264,281
2023,133,BIH,1265,301
2023,133,BIH,1266,9
2023,133,BIH,1267,77
2023,133,BIH,1268,42
2023,133,BIH,1269,173
2023,133,BIH,1270,336
2023,133,BIH,1271,201
2023,133,BIH,1272,21
2023,133,BIH,1273,261
2023,133,BIH,1274,22
2023,133,BIH,1275,303
2023,133,BIH,1276,69
2023,133,BIH,1277,32
2023,133,BIH,1278,213
2023,133,BIH,1279,151
2023,133,BIH,1280,44
2023,133,BIH,1281,23
2023,133,BIH,1282,288
2023,133,BIH,1283,153
2023,133,BIH,1284,332
2023,133,BIH,1285,165
2023,133,BIH,1286,99
2023,133,BIH,1287,186
2023,133,BIH,1288,263
2023,133,BIH,1290,358
2023,133,BIH,1291,285
2023,133,BIH,1292,115
2023,133,BIH,1293,163
2023,133,BIH,1294,240
2023,133,BIH,1295,216
2023,133,BIH,1296,254
2023,133,BIH,1297,148
2023,133,BIH,1298,210
2023,133,BIH,1299,290
2023,133,BIH,1300,191
2023,133,BIH,1301,41
2023,133,BIH,1303,308
2023,133,BIH,1304,83
2023,133,BIH,1305,31
2023,133,BIH,1306,252
2023,133,BIH,1307,54
2023,133,BIH,1308,233
2023,133,BIH,1309,337
2023,133,BIH,1310,238
2023,133,BIH,1311,259
2023,133,BIH,1312,346
2023,133,BIH,1313,164
2023,133,BIH,1314,53
2023,133,BIH,1315,271
2023,133,BIH,1316,226
2023,133,BIH,1317,34
2023,133,BIH,1318,300
2023,133,BIH,1319,264
2023,133,BIH,1320,221
2023,133,BIH,1321,40
2023,133,BIH,1322,162
2023,133,BIH,1323,204
2023,133,BIH,1324,258
2023,133,BIH,1325,156
2023,133,BIH,1326,103
2023,133,BIH,1328,70
2023,133,BIH,1329,57
2023,133,BIH,1330,129
2023,133,BIH,1331,27
2023,133,BIH,1332,64
2023,133,BIH,1333,215
2023,133,BIH,1334,180
2023,133,BIH,1335,144
2023,133,BIH,1336,52
2023,133,BIH,1337,250
2023,133,BIH,1338,60
2023,133,BIH,1339,189
2023,133,BIH,1340,255
2023,133,BIH,1341,305
2023,133,BIH,1342,359
2023,133,BIH,1343,117
2023,133,BIH,1344,46
2023,133,BIH,1345,5
2023,133,BIH,1346,174
2023,133,BIH,1347,193
2023,133,BIH,1348,260
2023,133,BIH,1349,149
2023,133,BIH,1350,175
2023,133,BIH,1351,214
2023,133,BIH,1352,257
2023,133,BIH,1353,65
2023,133,BIH,1354,354
2023,133,BIH,1355,139
2023,133,BIH,1356,97
2023,133,BIH,1357,316
2023,133,BIH,1358,50
2023,133,BIH,1359,143
2023,133,BIH,1360,243
2023,133,BIH,1361,10
2023,133,BIH,1362,105
2023,133,BIH,1363,72
2023,133,BIH,1364,81
2023,133,BIH,1365,48
2023,133,BIH,1367,230
2023,133,BIH,1368,234
2023,133,BIH,1369,242
2023,133,BIH,1370,116
2023,133,BIH,1371,86
2023,133,BIH,1372,135
2023,133,BIH,1373,211
2023,133,BIH,1374,220
2023,133,BIH,1375,154
2023,133,BIH,1376,194
2023,133,BIH,1377,272
2023,133,BIH,1378,195
2023,133,BIH,1379,66
2023,133,BIH,1380,270
